C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_04_739.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_04_739.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_04_739.jpg,0,0,0,4.005523E-06
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_04_811.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_04_811.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_04_811.jpg,0,0,0,8.726213E-06
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_04_880.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_04_880.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_04_880.jpg,0,0,0,1.457244E-05
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_04_951.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_04_951.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_04_951.jpg,0,0,0,7.292936E-06
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_026.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_026.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_026.jpg,0,0,0,8.653671E-06
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_093.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_093.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_093.jpg,0,0,0,2.971447E-06
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_166.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_166.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_166.jpg,0,0,0,1.580418E-06
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_233.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_233.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_233.jpg,0,0,0,1.821041E-05
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_304.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_304.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_304.jpg,0,0,0,1.180756E-05
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_370.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_370.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_370.jpg,0,0,0,2.205445E-05
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_440.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_440.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_440.jpg,0,0,0,2.301905E-05
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_512.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_512.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_512.jpg,0,0,0,4.23047E-06
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_591.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_591.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_591.jpg,0,0.117837,0,0.0485992
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_666.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_666.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_666.jpg,0,0.3505305,0,0.3104604
C:\Users\rahul\OneDrive\Desktop\Data\IMG\center_2022_06_29_02_15_05_741.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\left_2022_06_29_02_15_05_741.jpg,C:\Users\rahul\OneDrive\Desktop\Data\IMG\right_2022_06_29_02_15_05_741.jpg,0,0.6009434,0,0.7670441
